Annotator,Annotation,ID
lzha9833,Health,The unborn babies who are already smiling for the camera
lzha9833,Health,Interpol's Second Act: Inside the Gloom Kings' Return
lzha9833,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
lzha9833,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
lzha9833,Health,19 Things Scottish People Miss When They Move To London
lzha9833,Other,DU to go back to reevaluation system : News
lzha9833,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
lzha9833,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
lzha9833,Politics,What has the Human Rights Act done for you?
lzha9833,Politics,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
lzha9833,Politics,Iraq Reaches Major Oil Deal With Kurds
lzha9833,Politics,Cong escalates attack on govt through social media - The Times of India
lzha9833,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
lzha9833,Politics,72-hour wait for Missouri abortions takes effect next month
lzha9833,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
lzha9833,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
lzha9833,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
lzha9833,Science and Technology,The weirdest moments from 30 years of 'Ninja Turtles'
lzha9833,Science and Technology,What is a sinkhole?
lzha9833,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
lzha9833,Science and Technology,Anticipating the rise of the machine
lzha9833,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
lzha9833,Society,'Parents these days' are judged too harshly
lzha9833,Society,Potentially interesting
lzha9833,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
lzha9833,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
lzha9833,Society,"We put your tax return hell questions to HMRC, and this is what they said"
lzha9833,Society,Kane's account of sting draws increasing fire
lzha9833,Society,Prosecutors seek to have McDonnell jailed during appeal
lzha9833,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
lzha9833,Society,Hamish McRae: Lessons for all as America bounces back
lzha9833,Society,Philippine storm death toll rises to six - The Times of India
lzha9833,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
lzha9833,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
lzha9833,Society,Met policeman cleared after kicking mother tending to her child in hospital
lzha9833,Society,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
lzha9833,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
lzha9833,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
lzha9833,Sports,Ice hockey boy gets floored
lzha9833,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
lzha9833,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
lzha9833,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
lzha9833,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
lzha9833,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
lzha9833,Sports,Australia's best private pools on the market
lzha9833,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
lzha9833,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
lzha9833,War,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
lzha9833,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
mbur5015,Entertainment,Eastenders: Carter clan set to implode in 2015
mbur5015,Entertainment,The unborn babies who are already smiling for the camera
mbur5015,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
mbur5015,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
mbur5015,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
mbur5015,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
mbur5015,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
mbur5015,Entertainment,INXS relive one of their most successful years ever and their toughest
mbur5015,Entertainment,"36 Hours in Strasbourg, France"
mbur5015,Entertainment,Australia's best private pools on the market
mbur5015,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
mbur5015,Entertainment,Louis van Gaal hands out Christmas presents to fans on Boxing Day
mbur5015,Entertainment,The words that ended my marriage
mbur5015,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
mbur5015,Entertainment,How to find love in 2015 without it costing the earth
mbur5015,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
mbur5015,Entertainment,30 Items We Just Know You're Going To Want For Fall
mbur5015,Entertainment,19 Things Scottish People Miss When They Move To London
mbur5015,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
mbur5015,Error,The weirdest moments from 30 years of 'Ninja Turtles'
mbur5015,Error,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
mbur5015,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
mbur5015,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
mbur5015,Politics,What has the Human Rights Act done for you?
mbur5015,Politics,"Coal is 'good for humanity', says Tony Abbott at mine opening"
mbur5015,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
mbur5015,Politics,Cong escalates attack on govt through social media - The Times of India
mbur5015,Politics,We should be banking on a brighter future for Scotland
mbur5015,Politics,Kane's account of sting draws increasing fire
mbur5015,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
mbur5015,Politics,'Impossible' for Saudi to reduce oil output: minister
mbur5015,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
mbur5015,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
mbur5015,Science and Technology,What is a sinkhole?
mbur5015,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
mbur5015,Science and Technology,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
mbur5015,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
mbur5015,Science and Technology,'Ship Your Enemies Glitter' business sells for $85K
mbur5015,Science and Technology,Gene-Therapy Hope for 'Bubble Boy' Syndrome
mbur5015,Science and Technology,Apple CarPlay infotainment system has lots of potential
mbur5015,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
mbur5015,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
mbur5015,Science and Technology,Anticipating the rise of the machine
mbur5015,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
mbur5015,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
mbur5015,Society,Snapper star dies
mbur5015,Society,'Parents these days' are judged too harshly
mbur5015,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
mbur5015,Society,Potentially interesting
mbur5015,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
mbur5015,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
mbur5015,Society,DU to go back to reevaluation system : News
mbur5015,Society,"We put your tax return hell questions to HMRC, and this is what they said"
mbur5015,Society,Dewani cop didn't ace it
mbur5015,Society,How Britain Made James Foley's Killer
mbur5015,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
mbur5015,Society,Prosecutors seek to have McDonnell jailed during appeal
mbur5015,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
mbur5015,Society,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
mbur5015,Society,Hamish McRae: Lessons for all as America bounces back
mbur5015,Society,From the flower pot to Pantibar: Enda's gay support evolution
mbur5015,Society,Philippine storm death toll rises to six - The Times of India
mbur5015,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
mbur5015,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
mbur5015,Society,DUBS Bring Down The Noise In Night Clubs
mbur5015,Society,72-hour wait for Missouri abortions takes effect next month
mbur5015,Society,Met policeman cleared after kicking mother tending to her child in hospital
mbur5015,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
mbur5015,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
mbur5015,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
mbur5015,Sports,Ice hockey boy gets floored
mbur5015,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
mbur5015,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
mbur5015,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
mbur5015,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
mbur5015,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
mbur5015,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
mbur5015,War,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
mbur5015,War,Iraq Reaches Major Oil Deal With Kurds
mbur5015,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
mioh7370,Business,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
mioh7370,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
mioh7370,Business,Over half of all gadgets used at Christmas were made by Apple
mioh7370,Business,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
mioh7370,Business,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
mioh7370,Business,We should be banking on a brighter future for Scotland
mioh7370,Business,'Ship Your Enemies Glitter' business sells for $85K
mioh7370,Business,Australia's best private pools on the market
mioh7370,Business,DUBS Bring Down The Noise In Night Clubs
mioh7370,Business,Apple CarPlay infotainment system has lots of potential
mioh7370,Entertainment,Eastenders: Carter clan set to implode in 2015
mioh7370,Entertainment,Snapper star dies
mioh7370,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
mioh7370,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
mioh7370,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
mioh7370,Entertainment,INXS relive one of their most successful years ever and their toughest
mioh7370,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
mioh7370,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
mioh7370,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
mioh7370,Entertainment,30 Items We Just Know You're Going To Want For Fall
mioh7370,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
mioh7370,Error,The weirdest moments from 30 years of 'Ninja Turtles'
mioh7370,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
mioh7370,Error,Dewani cop didn't ace it
mioh7370,Error,The words that ended my marriage
mioh7370,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
mioh7370,Other,Potentially interesting
mioh7370,Other,DU to go back to reevaluation system : News
mioh7370,Other,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
mioh7370,Other,Hamish McRae: Lessons for all as America bounces back
mioh7370,Other,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
mioh7370,Politics,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
mioh7370,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
mioh7370,Politics,What has the Human Rights Act done for you?
mioh7370,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
mioh7370,Politics,Cong escalates attack on govt through social media - The Times of India
mioh7370,Politics,From the flower pot to Pantibar: Enda's gay support evolution
mioh7370,Politics,72-hour wait for Missouri abortions takes effect next month
mioh7370,Politics,'Impossible' for Saudi to reduce oil output: minister
mioh7370,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
mioh7370,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
mioh7370,Science and Technology,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
mioh7370,Science and Technology,What is a sinkhole?
mioh7370,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
mioh7370,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
mioh7370,Science and Technology,Anticipating the rise of the machine
mioh7370,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
mioh7370,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
mioh7370,Society,The unborn babies who are already smiling for the camera
mioh7370,Society,'Parents these days' are judged too harshly
mioh7370,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
mioh7370,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
mioh7370,Society,"We put your tax return hell questions to HMRC, and this is what they said"
mioh7370,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
mioh7370,Society,Kane's account of sting draws increasing fire
mioh7370,Society,"36 Hours in Strasbourg, France"
mioh7370,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
mioh7370,Society,Prosecutors seek to have McDonnell jailed during appeal
mioh7370,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
mioh7370,Society,How to find love in 2015 without it costing the earth
mioh7370,Society,Philippine storm death toll rises to six - The Times of India
mioh7370,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
mioh7370,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
mioh7370,Society,Met policeman cleared after kicking mother tending to her child in hospital
mioh7370,Society,19 Things Scottish People Miss When They Move To London
mioh7370,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
mioh7370,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
mioh7370,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
mioh7370,Sports,Ice hockey boy gets floored
mioh7370,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
mioh7370,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
mioh7370,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
mioh7370,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
mioh7370,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
mioh7370,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
mioh7370,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
mioh7370,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
mioh7370,War,Iraq Reaches Major Oil Deal With Kurds
mioh7370,War,How Britain Made James Foley's Killer
mioh7370,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
nmat7806,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
nmat7806,Business,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
nmat7806,Business,Potentially interesting
nmat7806,Business,Iraq Reaches Major Oil Deal With Kurds
nmat7806,Business,"We put your tax return hell questions to HMRC, and this is what they said"
nmat7806,Business,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
nmat7806,Business,We should be banking on a brighter future for Scotland
nmat7806,Business,Kane's account of sting draws increasing fire
nmat7806,Business,Australia's best private pools on the market
nmat7806,Business,Hamish McRae: Lessons for all as America bounces back
nmat7806,Business,How to find love in 2015 without it costing the earth
nmat7806,Business,19 Things Scottish People Miss When They Move To London
nmat7806,Business,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
nmat7806,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
nmat7806,Entertainment,Eastenders: Carter clan set to implode in 2015
nmat7806,Entertainment,Snapper star dies
nmat7806,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
nmat7806,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
nmat7806,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
nmat7806,Entertainment,INXS relive one of their most successful years ever and their toughest
nmat7806,Entertainment,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
nmat7806,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
nmat7806,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
nmat7806,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
nmat7806,Entertainment,30 Items We Just Know You're Going To Want For Fall
nmat7806,Entertainment,DUBS Bring Down The Noise In Night Clubs
nmat7806,Entertainment,Victorian Liberals sack candidate over role for porn star in campaign event
nmat7806,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
nmat7806,Error,Dewani cop didn't ace it
nmat7806,Health,The unborn babies who are already smiling for the camera
nmat7806,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
nmat7806,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
nmat7806,Health,72-hour wait for Missouri abortions takes effect next month
nmat7806,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
nmat7806,Politics,Cong escalates attack on govt through social media - The Times of India
nmat7806,Politics,Prosecutors seek to have McDonnell jailed during appeal
nmat7806,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
nmat7806,Politics,From the flower pot to Pantibar: Enda's gay support evolution
nmat7806,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
nmat7806,Politics,'Impossible' for Saudi to reduce oil output: minister
nmat7806,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
nmat7806,Science and Technology,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
nmat7806,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
nmat7806,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
nmat7806,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
nmat7806,Science and Technology,Philippine storm death toll rises to six - The Times of India
nmat7806,Science and Technology,Apple CarPlay infotainment system has lots of potential
nmat7806,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
nmat7806,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
nmat7806,Science and Technology,Anticipating the rise of the machine
nmat7806,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
nmat7806,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
nmat7806,Society,What is a sinkhole?
nmat7806,Society,What has the Human Rights Act done for you?
nmat7806,Society,'Parents these days' are judged too harshly
nmat7806,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
nmat7806,Society,DU to go back to reevaluation system : News
nmat7806,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
nmat7806,Society,'Ship Your Enemies Glitter' business sells for $85K
nmat7806,Society,"36 Hours in Strasbourg, France"
nmat7806,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
nmat7806,Society,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
nmat7806,Society,The words that ended my marriage
nmat7806,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
nmat7806,Society,Met policeman cleared after kicking mother tending to her child in hospital
nmat7806,Society,Leading golfer Ian Poulter accused of being out of touch with reality
nmat7806,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
nmat7806,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
nmat7806,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
nmat7806,Sports,Ice hockey boy gets floored
nmat7806,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
nmat7806,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
nmat7806,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
nmat7806,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
nmat7806,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
nmat7806,War,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
nmat7806,War,FBI investigating explosion outside NAACP office in Colorado - CNN.com
nmat7806,War,How Britain Made James Foley's Killer
nmat7806,War,Father fatally shoots man in daughter's room in Northeast Philadelphia
nmat7806,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
nsim5014,Business,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
nsim5014,Business,Potentially interesting
nsim5014,Business,Iraq Reaches Major Oil Deal With Kurds
nsim5014,Business,We should be banking on a brighter future for Scotland
nsim5014,Business,'Ship Your Enemies Glitter' business sells for $85K
nsim5014,Business,Hamish McRae: Lessons for all as America bounces back
nsim5014,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
nsim5014,Entertainment,Eastenders: Carter clan set to implode in 2015
nsim5014,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
nsim5014,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
nsim5014,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
nsim5014,Entertainment,INXS relive one of their most successful years ever and their toughest
nsim5014,Entertainment,Dewani cop didn't ace it
nsim5014,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
nsim5014,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
nsim5014,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
nsim5014,Entertainment,DUBS Bring Down The Noise In Night Clubs
nsim5014,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
nsim5014,Other,DU to go back to reevaluation system : News
nsim5014,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
nsim5014,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
nsim5014,Politics,"Coal is 'good for humanity', says Tony Abbott at mine opening"
nsim5014,Politics,Cong escalates attack on govt through social media - The Times of India
nsim5014,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
nsim5014,Politics,72-hour wait for Missouri abortions takes effect next month
nsim5014,Politics,'Impossible' for Saudi to reduce oil output: minister
nsim5014,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
nsim5014,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
nsim5014,Politics,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
nsim5014,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
nsim5014,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
nsim5014,Science and Technology,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
nsim5014,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
nsim5014,Science and Technology,'Parents these days' are judged too harshly
nsim5014,Science and Technology,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
nsim5014,Science and Technology,Apple CarPlay infotainment system has lots of potential
nsim5014,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
nsim5014,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
nsim5014,Science and Technology,Anticipating the rise of the machine
nsim5014,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
nsim5014,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
nsim5014,Society,What is a sinkhole?
nsim5014,Society,What has the Human Rights Act done for you?
nsim5014,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
nsim5014,Society,The unborn babies who are already smiling for the camera
nsim5014,Society,Snapper star dies
nsim5014,Society,Interpol's Second Act: Inside the Gloom Kings' Return
nsim5014,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
nsim5014,Society,"We put your tax return hell questions to HMRC, and this is what they said"
nsim5014,Society,Kane's account of sting draws increasing fire
nsim5014,Society,"36 Hours in Strasbourg, France"
nsim5014,Society,How Britain Made James Foley's Killer
nsim5014,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
nsim5014,Society,Prosecutors seek to have McDonnell jailed during appeal
nsim5014,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
nsim5014,Society,Australia's best private pools on the market
nsim5014,Society,The words that ended my marriage
nsim5014,Society,How to find love in 2015 without it costing the earth
nsim5014,Society,From the flower pot to Pantibar: Enda's gay support evolution
nsim5014,Society,Philippine storm death toll rises to six - The Times of India
nsim5014,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
nsim5014,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
nsim5014,Society,30 Items We Just Know You're Going To Want For Fall
nsim5014,Society,Met policeman cleared after kicking mother tending to her child in hospital
nsim5014,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
nsim5014,Society,19 Things Scottish People Miss When They Move To London
nsim5014,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
nsim5014,Society,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
nsim5014,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
nsim5014,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
nsim5014,Sports,Ice hockey boy gets floored
nsim5014,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
nsim5014,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
nsim5014,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
nsim5014,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
nsim5014,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
nsim5014,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
nsim5014,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
nsim5014,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
nsim5014,War,FBI investigating explosion outside NAACP office in Colorado - CNN.com
ntri1022,Business,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
ntri1022,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
ntri1022,Business,Over half of all gadgets used at Christmas were made by Apple
ntri1022,Business,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
ntri1022,Business,'Ship Your Enemies Glitter' business sells for $85K
ntri1022,Business,Hamish McRae: Lessons for all as America bounces back
ntri1022,Business,30 Items We Just Know You're Going To Want For Fall
ntri1022,Business,DUBS Bring Down The Noise In Night Clubs
ntri1022,Business,'Impossible' for Saudi to reduce oil output: minister
ntri1022,Business,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
ntri1022,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
ntri1022,Entertainment,Eastenders: Carter clan set to implode in 2015
ntri1022,Entertainment,Snapper star dies
ntri1022,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
ntri1022,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
ntri1022,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
